dataset_key,domain,frequency,model,model_family,horizon_type,horizon,experiment_type,n_series,mae,rmse,smape,avg_fit_time_seconds,avg_inference_time_seconds,avg_series_total_time_seconds,avg_peak_memory_mb
fred_md,finance,monthly,timesfm,foundation,short,12,tuned,107,2769.7418172102166,3203.20969402028,10.291124352155611,4.887580871581931e-05,0.42530400507918026,0.42535853608746393,1.0605802536010742
fred_md,finance,monthly,ttm,foundation,short,12,tuned,107,2177.06135733028,2508.868253997203,10.376623961279057,2.393098635094188e-06,0.14129174758340707,0.1412987954148622,1.1984176635742188
fred_md,finance,monthly,arima,traditional,short,12,tuned,107,1964.6836504232967,2222.966168427088,10.517671718396516,2.4844552868994595e-06,0.32698759631575824,0.32699527695914293,11.642642974853516
fred_md,finance,monthly,naive,traditional,short,12,tuned,107,2825.672457087227,3128.761592673436,10.702966975668648,1.1742672073506863e-06,1.222842207578855e-05,1.580247255129235e-05,45.713576316833496
fred_md,finance,monthly,seasonal_naive,traditional,short,12,tuned,107,5385.529177570093,5578.140102682451,14.58971088071152,1.002694958838347e-06,4.1112721523391864e-05,4.436590961206739e-05,0.1507644653320312
fred_md,finance,monthly,uni2ts,foundation,short,12,tuned,107,8108.467297319754,8335.061094372792,17.033744249997792,3.3534575845593603e-06,1.089792574677512,1.0898011733438366,2.204543113708496
fred_md,finance,monthly,prophet,traditional,short,12,tuned,107,11322.58744172134,11594.081524855743,26.738138678480198,4.3543699745819474e-05,0.6953018803462804,0.6953512263075213,23.61432933807373
fred_md,finance,monthly,lstm,traditional,short,12,tuned,107,44011.60743724257,44053.9196575731,110.75723331908296,1.2056849827275452e-05,29.544603920428553,29.544628816230276,0.564061164855957
m1_monthly,finance,monthly,timesfm,foundation,long,18,tuned,589,1958.0277372313171,2297.191326297124,13.982878150007435,8.917016772543838e-06,0.2882251294238053,0.28823888807831066,1.0836248397827148
m1_monthly,finance,monthly,seasonal_naive,traditional,long,18,tuned,617,2011.95497208716,2458.1691306396733,17.309377129608347,4.714273363110312e-07,4.799709907420422e-05,5.073099120895847e-05,0.7739467620849609
m1_monthly,finance,monthly,arima,traditional,long,18,tuned,617,2528.08325582392,3001.4781902962304,17.79111093072315,1.020524258358552e-06,0.14612228789244514,0.1461272738161504,3.34078311920166
m1_monthly,finance,monthly,naive,traditional,long,18,tuned,617,2707.7539510174684,3172.4506367581175,19.212449801202105,4.26989513625975e-07,9.603593106014803e-06,1.1884992281080645e-05,0.7539310455322266
m1_monthly,finance,monthly,ttm,foundation,long,18,tuned,171,3410.6406633321712,3782.365713532831,22.758690790782335,1.0150217870522661e-06,0.7150827876308508,0.7150876438408568,51.63498878479004
m1_monthly,finance,monthly,uni2ts,foundation,long,18,tuned,617,2932.9332494080368,3854.9158301176126,27.069730435399144,1.1569290532092029e-06,0.9824424226627937,0.9824481288656424,6.520854949951172
